customer_key,customer_id,customer_number,first_name,last_name,country,gender,marital_status,birthdate,create_date
2639,13638,AW00013638,DIANA,ALVAREZ,AUSTRALIA,FEMALE,SINGLE,1978-01-09,2025-10-12
2640,13639,AW00013639,COLIN,LIANG,AUSTRALIA,MALE,MARRIED,1977-02-03,2025-10-12
2641,13640,AW00013640,RACHAEL,PATEL,AUSTRALIA,FEMALE,MARRIED,1976-10-14,2025-10-12
2642,13641,AW00013641,ADRIAN,WATSON,AUSTRALIA,MALE,SINGLE,1975-11-15,2025-10-12
2643,13642,AW00013642,CASSIE,NARA,AUSTRALIA,FEMALE,MARRIED,1976-04-08,2025-10-12
2644,13643,AW00013643,RONALD,SAI,AUSTRALIA,MALE,SINGLE,1976-04-04,2025-10-12
2645,13644,AW00013644,KRISTI,DOMINGUEZ,AUSTRALIA,FEMALE,MARRIED,1975-09-30,2025-10-12
2646,13645,AW00013645,EUGENE,HE,AUSTRALIA,MALE,SINGLE,1976-03-15,2025-10-12
2647,13646,AW00013646,TERRY,YUAN,AUSTRALIA,MALE,MARRIED,1981-10-05,2025-10-12
2648,13647,AW00013647,ARMANDO,ALONSO,AUSTRALIA,MALE,SINGLE,1975-12-11,2025-10-12
2649,13648,AW00013648,ARTURO,SHARMA,AUSTRALIA,MALE,SINGLE,1981-10-05,2025-10-12
2650,13649,AW00013649,REBEKAH,SUAREZ,AUSTRALIA,FEMALE,MARRIED,1976-11-04,2025-10-12
2651,13650,AW00013650,JESSIE,SHE,AUSTRALIA,MALE,MARRIED,1976-07-07,2025-10-12
2652,13651,AW00013651,JERRY,SHARMA,AUSTRALIA,MALE,MARRIED,1977-03-05,2025-10-12
2653,13652,AW00013652,TAMARA,ZENG,UNITED STATES,FEMALE,MARRIED,1947-02-22,2025-10-12
2654,13653,AW00013653,TONY,CHANDER,UNITED STATES,MALE,MARRIED,1946-09-22,2025-10-12
2655,13654,AW00013654,SHAWN,ANDERSEN,UNITED STATES,MALE,MARRIED,1946-08-05,2025-10-12
2656,13655,AW00013655,CHRISTOPHER,WALKER,UNITED STATES,MALE,MARRIED,1951-12-31,2025-10-12
2657,13656,AW00013656,FAITH,HOWARD,UNITED STATES,FEMALE,MARRIED,1952-04-21,2025-10-12
2658,13657,AW00013657,KAYLEE,COLLINS,UNITED STATES,FEMALE,SINGLE,1946-09-12,2025-10-12
2659,13658,AW00013658,WYATT,BENNETT,UNITED STATES,MALE,MARRIED,1946-09-10,2025-10-12
2660,13659,AW00013659,CLAYTON,SHAN,UNITED STATES,MALE,MARRIED,1947-04-17,2025-10-12
2661,13660,AW00013660,ETHAN,DAVIS,CANADA,MALE,MARRIED,1947-09-06,2025-10-12
2662,13661,AW00013661,ANDRE,SARA,UNITED KINGDOM,MALE,MARRIED,1981-05-06,2025-10-12
2663,13662,AW00013662,MIGUEL,ROBERTS,FRANCE,MALE,SINGLE,1985-11-20,2025-10-12
2664,13663,AW00013663,MELVIN,TANG,GERMANY,MALE,SINGLE,1984-08-02,2025-10-12
2665,13664,AW00013664,LARRY,DIAZ,UNITED KINGDOM,MALE,SINGLE,1978-08-10,2025-10-12
2666,13665,AW00013665,KRISTI,RANDALL,UNITED KINGDOM,FEMALE,MARRIED,1984-02-15,2025-10-12
2667,13666,AW00013666,TERESA,RUIZ,GERMANY,FEMALE,SINGLE,1979-01-14,2025-10-12
2668,13667,AW00013667,ANDRES,DENG,FRANCE,MALE,SINGLE,1978-11-08,2025-10-12
2669,13668,AW00013668,STANLEY,MARTINEZ,AUSTRALIA,MALE,MARRIED,1974-10-03,2025-10-12
2670,13669,AW00013669,KRISTY,GILL,AUSTRALIA,FEMALE,MARRIED,1968-08-30,2025-10-12
2671,13670,AW00013670,BRITTNEY,ZENG,AUSTRALIA,FEMALE,SINGLE,1969-03-26,2025-10-12
2672,13671,AW00013671,FRANK,RAMOS,GERMANY,MALE,SINGLE,1979-08-07,2025-10-12
2673,13672,AW00013672,BENJAMIN,DAVIS,FRANCE,MALE,SINGLE,1985-12-05,2025-10-12
2674,13673,AW00013673,SANDRA,HE,FRANCE,FEMALE,SINGLE,1986-05-13,2025-10-12
2675,13674,AW00013674,DREW,SHEN,FRANCE,MALE,SINGLE,1985-07-12,2025-10-12
2676,13675,AW00013675,STANLEY,SAI,UNITED KINGDOM,MALE,SINGLE,1985-10-07,2025-10-12
2677,13676,AW00013676,GEORGE,KAPOOR,UNITED KINGDOM,MALE,MARRIED,1986-01-14,2025-10-12
2678,13677,AW00013677,BRIAN,ALBRECHT,GERMANY,FEMALE,SINGLE,1983-09-25,2025-10-12
2679,13678,AW00013678,WARREN,GOEL,UNITED KINGDOM,MALE,MARRIED,1979-12-23,2025-10-12
2680,13679,AW00013679,SANDRA,LI,UNITED KINGDOM,FEMALE,MARRIED,1979-08-03,2025-10-12
2681,13680,AW00013680,JAN,WATSON,UNITED KINGDOM,FEMALE,MARRIED,1980-05-16,2025-10-12
2682,13681,AW00013681,ADAM,HALL,FRANCE,MALE,SINGLE,1979-05-18,2025-10-12
2683,13682,AW00013682,FERNANDO,LOPEZ,GERMANY,MALE,SINGLE,1978-10-23,2025-10-12
2684,13683,AW00013683,SHEILA,TORRES,GERMANY,FEMALE,SINGLE,1979-06-02,2025-10-12
2685,13684,AW00013684,FRANCIS,DOMINGUEZ,GERMANY,MALE,SINGLE,1983-05-11,2025-10-12
2686,13685,AW00013685,BRIANA,TORRES,GERMANY,FEMALE,MARRIED,1984-02-13,2025-10-12
2687,13686,AW00013686,PETER,JAI,GERMANY,MALE,MARRIED,1979-04-13,2025-10-12
2688,13687,AW00013687,MARIO,XIE,UNITED KINGDOM,MALE,MARRIED,1979-02-15,2025-10-12
2689,13688,AW00013688,RUBEN,SANCHEZ,UNITED KINGDOM,MALE,SINGLE,1978-12-17,2025-10-12
2690,13689,AW00013689,TERESA,RAMOS,UNITED KINGDOM,FEMALE,SINGLE,1978-10-19,2025-10-12
2691,13690,AW00013690,CLAUDIA,GAO,UNITED KINGDOM,FEMALE,SINGLE,1977-08-16,2025-10-12
2692,13691,AW00013691,ARIANA,BAILEY,UNITED KINGDOM,FEMALE,SINGLE,1983-10-19,2025-10-12
2693,13692,AW00013692,CURTIS,LI,UNITED KINGDOM,MALE,MARRIED,1983-10-18,2025-10-12
2694,13693,AW00013693,DOMINIC,GONZALEZ,UNITED KINGDOM,MALE,SINGLE,1976-08-05,2025-10-12
2695,13694,AW00013694,SAVANNAH,GRAY,UNITED KINGDOM,FEMALE,SINGLE,1982-12-10,2025-10-12
2696,13695,AW00013695,CHRISTIAN,CLARK,FRANCE,MALE,SINGLE,1976-10-20,2025-10-12
2697,13696,AW00013696,KATHERINE,EDWARDS,GERMANY,FEMALE,SINGLE,1977-05-14,2025-10-12
2698,13697,AW00013697,J├⌐SUS,MUNOZ,GERMANY,MALE,SINGLE,1976-12-21,2025-10-12
2699,13698,AW00013698,CATHERINE,SANCHEZ,GERMANY,FEMALE,SINGLE,1976-03-31,2025-10-12
2700,13699,AW00013699,RACHEL,ALEXANDER,UNITED STATES,FEMALE,SINGLE,1980-07-21,2025-10-12
2701,13700,AW00013700,EVAN,HOWARD,UNITED STATES,MALE,SINGLE,1980-08-30,2025-10-12
2702,13701,AW00013701,HALEY,SCOTT,CANADA,FEMALE,SINGLE,1980-05-22,2025-10-12
2703,13702,AW00013702,JESSIE,SUAREZ,UNITED STATES,FEMALE,SINGLE,1979-12-14,2025-10-12
2704,13703,AW00013703,MACKENZIE,SANDERS,UNITED STATES,FEMALE,SINGLE,1979-12-02,2025-10-12
2705,13704,AW00013704,VICTORIA,DAVIS,UNITED STATES,FEMALE,SINGLE,1980-03-09,2025-10-12
2706,13705,AW00013705,BLAKE,MITCHELL,UNITED STATES,MALE,SINGLE,1980-02-09,2025-10-12
2707,13706,AW00013706,KAITLYN,PETERSON,CANADA,FEMALE,SINGLE,1980-12-13,2025-10-12
2708,13707,AW00013707,AUSTIN,SMITH,CANADA,MALE,MARRIED,1981-05-18,2025-10-12
2709,13708,AW00013708,JENNIFER,BENNETT,CANADA,FEMALE,SINGLE,1971-10-01,2025-10-12
2710,13709,AW00013709,ZACHARY,ROBINSON,CANADA,MALE,SINGLE,1983-02-07,2025-10-12
2711,13710,AW00013710,DESTINY,HARRIS,CANADA,FEMALE,SINGLE,1972-01-11,2025-10-12
2712,13711,AW00013711,THOMAS,MITCHELL,CANADA,MALE,SINGLE,1972-01-29,2025-10-12
2713,13712,AW00013712,NANCY,MARTINEZ,UNITED STATES,FEMALE,SINGLE,1971-12-30,2025-10-12
2714,13713,AW00013713,ALEXANDER,WALKER,UNITED STATES,MALE,SINGLE,1971-08-06,2025-10-12
2715,13714,AW00013714,AMANDA,WARD,UNITED STATES,FEMALE,MARRIED,1959-01-15,2025-10-12
2716,13715,AW00013715,EDUARDO,SANCHEZ,UNITED STATES,MALE,MARRIED,1964-06-21,2025-10-12
2717,13716,AW00013716,BRANDON,JAI,UNITED STATES,MALE,MARRIED,1958-12-11,2025-10-12
2718,13717,AW00013717,AUDREY,GILL,UNITED STATES,FEMALE,MARRIED,1959-01-10,2025-10-12
2719,13718,AW00013718,MARCUS,BARNES,UNITED STATES,MALE,MARRIED,1959-02-21,2025-10-12
2720,13719,AW00013719,ISAAC,CARTER,CANADA,MALE,MARRIED,1960-05-26,2025-10-12
2721,13720,AW00013720,CAMERON,JOHNSON,CANADA,MALE,MARRIED,1960-03-18,2025-10-12
2722,13721,AW00013721,LUCAS,HOWARD,UNITED STATES,MALE,SINGLE,1965-04-08,2025-10-12
2723,13722,AW00013722,LUKE,CAMPBELL,UNITED STATES,MALE,MARRIED,1960-06-22,2025-10-12
2724,13723,AW00013723,LEONARD,RAJE,UNITED STATES,MALE,MARRIED,1965-08-02,2025-10-12
2725,13724,AW00013724,CHARLES,THOMPSON,UNITED STATES,MALE,MARRIED,1959-08-11,2025-10-12
2726,13725,AW00013725,NATHAN,HENDERSON,UNITED STATES,MALE,MARRIED,1965-10-04,2025-10-12
2727,13726,AW00013726,AUSTIN,LEWIS,UNITED STATES,MALE,MARRIED,1960-01-01,2025-10-12
2728,13727,AW00013727,PAULA,RUBIO,UNITED STATES,FEMALE,MARRIED,1971-10-02,2025-10-12
2729,13728,AW00013728,TAYLOR,STEWART,UNITED STATES,FEMALE,MARRIED,1961-02-22,2025-10-12
2730,13729,AW00013729,JASON,LI,UNITED STATES,MALE,MARRIED,1961-04-08,2025-10-12
2731,13730,AW00013730,WALTER,SUAREZ,UNITED STATES,MALE,MARRIED,1961-06-23,2025-10-12
2732,13731,AW00013731,JAN,JAMES,UNITED STATES,FEMALE,SINGLE,1960-10-15,2025-10-12
2733,13732,AW00013732,JULIAN,ISLA,CANADA,FEMALE,SINGLE,1971-10-02,2025-10-12
2734,13733,AW00013733,SYDNEY,COLLINS,UNITED STATES,FEMALE,MARRIED,1962-03-21,2025-10-12
2735,13734,AW00013734,KRISTI,GONZALEZ,UNITED STATES,FEMALE,MARRIED,1973-01-02,2025-10-12
2736,13735,AW00013735,DENNIS,GUO,UNITED STATES,MALE,MARRIED,1961-11-04,2025-10-12
2737,13736,AW00013736,COLE,RIVERA,UNITED STATES,MALE,MARRIED,1978-01-16,2025-10-12
2738,13737,AW00013737,GARRETT,SANDERS,UNITED STATES,MALE,MARRIED,1962-05-24,2025-10-12
2739,13738,AW00013738,JOSE,YOUNG,UNITED STATES,MALE,MARRIED,1961-09-22,2025-10-12
2740,13739,AW00013739,JASON,COLEMAN,UNITED STATES,MALE,MARRIED,1962-02-12,2025-10-12
2741,13740,AW00013740,JADA,RAMIREZ,UNITED STATES,FEMALE,MARRIED,1963-04-06,2025-10-12
2742,13741,AW00013741,HALEY,MORGAN,UNITED STATES,FEMALE,MARRIED,1963-04-18,2025-10-12
2743,13742,AW00013742,BENJAMIN,ROSS,UNITED STATES,MALE,MARRIED,1963-04-19,2025-10-12
2744,13743,AW00013743,ISABELLA,ANDERSON,CANADA,FEMALE,MARRIED,1963-04-21,2025-10-12
2745,13744,AW00013744,ALVIN,ANDERSEN,UNITED STATES,MALE,MARRIED,1968-10-08,2025-10-12
2746,13745,AW00013745,ANDREW,ROBINSON,UNITED STATES,MALE,MARRIED,1962-07-28,2025-10-12
2747,13746,AW00013746,JANELLE,MADAN,UNITED STATES,FEMALE,MARRIED,1962-08-24,2025-10-12
2748,13747,AW00013747,BRIAN,TORRES,UNITED STATES,MALE,MARRIED,1974-04-06,2025-10-12
2749,13748,AW00013748,JOS├⌐,MARTINEZ,UNITED STATES,MALE,MARRIED,1969-04-06,2025-10-12
2750,13749,AW00013749,JULIO,ALONSO,UNITED STATES,MALE,MARRIED,1969-09-18,2025-10-12
2751,13750,AW00013750,RAYMOND,SAI,UNITED STATES,MALE,MARRIED,1963-12-01,2025-10-12
2752,13751,AW00013751,ALLISON,RIVERA,CANADA,FEMALE,SINGLE,1964-03-18,2025-10-12
2753,13752,AW00013752,ISABELLA,PARKER,UNITED STATES,FEMALE,SINGLE,1963-09-09,2025-10-12
2754,13753,AW00013753,REBECCA,NICHOLLS,UNITED STATES,FEMALE,SINGLE,1963-08-30,2025-10-12
2755,13754,AW00013754,PAIGE,PETERSON,UNITED STATES,FEMALE,SINGLE,1964-01-24,2025-10-12
2756,13755,AW00013755,LUKE,ROBERTS,UNITED STATES,MALE,SINGLE,1970-01-15,2025-10-12
2757,13756,AW00013756,KAYLEE,YOUNG,CANADA,FEMALE,SINGLE,1964-11-28,2025-10-12
2758,13757,AW00013757,JORDYN,GRIFFIN,UNITED STATES,FEMALE,SINGLE,1965-01-02,2025-10-12
2759,13758,AW00013758,ALEXANDRIA,BELL,CANADA,FEMALE,SINGLE,1964-11-18,2025-10-12
2760,13759,AW00013759,JACKSON,SCOTT,UNITED STATES,MALE,MARRIED,1965-01-13,2025-10-12
2761,13760,AW00013760,BRIAN,COOPER,CANADA,MALE,MARRIED,1964-12-21,2025-10-12
2762,13761,AW00013761,LOGAN,POWELL,UNITED STATES,MALE,MARRIED,1965-03-01,2025-10-12
2763,13762,AW00013762,GAVIN,LONG,CANADA,MALE,MARRIED,1964-08-20,2025-10-12
2764,13763,AW00013763,STEPHANIE,RICHARDSON,UNITED STATES,FEMALE,SINGLE,1965-04-09,2025-10-12
2765,13764,AW00013764,STEPHANIE,PARKER,FRANCE,FEMALE,MARRIED,1973-12-15,2025-10-12
2766,13765,AW00013765,JAIME,SHEN,UNITED KINGDOM,MALE,MARRIED,1974-02-08,2025-10-12
2767,13766,AW00013766,JOE,GILL,FRANCE,MALE,MARRIED,1973-08-03,2025-10-12
2768,13767,AW00013767,LINDA,JIMENEZ,GERMANY,FEMALE,SINGLE,1974-05-16,2025-10-12
2769,13768,AW00013768,ROSS,MUNOZ,FRANCE,MALE,MARRIED,1979-04-17,2025-10-12
2770,13769,AW00013769,BRENDAN,KUMAR,FRANCE,MALE,MARRIED,1974-03-02,2025-10-12
2771,13770,AW00013770,GERALD,MORENO,GERMANY,MALE,MARRIED,1974-01-23,2025-10-12
2772,13771,AW00013771,VICTOR,MORENO,GERMANY,MALE,SINGLE,1979-12-21,2025-10-12
2773,13772,AW00013772,MICHELE,PEREZ,UNITED KINGDOM,FEMALE,MARRIED,1974-04-23,2025-10-12
2774,13773,AW00013773,DANA,BLANCO,FRANCE,FEMALE,MARRIED,1972-10-19,2025-10-12
2775,13774,AW00013774,STEVE,GUO,GERMANY,MALE,SINGLE,1973-01-07,2025-10-12
2776,13775,AW00013775,PATRICIA,SUBRAM,GERMANY,FEMALE,SINGLE,1978-03-12,2025-10-12
2777,13776,AW00013776,MIGUEL,CARTER,UNITED KINGDOM,MALE,MARRIED,1931-08-13,2025-10-12
2778,13777,AW00013777,MANUEL,PEREZ,UNITED KINGDOM,MALE,MARRIED,1973-05-12,2025-10-12
2779,13778,AW00013778,ROGER,HUANG,GERMANY,MALE,MARRIED,1973-05-11,2025-10-12
2780,13779,AW00013779,MANUEL,GARCIA,FRANCE,MALE,SINGLE,1972-05-09,2025-10-12
2781,13780,AW00013780,MONICA,PEREZ,FRANCE,FEMALE,MARRIED,1972-01-17,2025-10-12
2782,13781,AW00013781,DOMINIQUE,PATEL,FRANCE,FEMALE,MARRIED,1972-09-21,2025-10-12
2783,13782,AW00013782,KELLI,LU,GERMANY,FEMALE,MARRIED,1978-07-17,2025-10-12
2784,13783,AW00013783,LOGAN,WRIGHT,UNITED KINGDOM,MALE,MARRIED,1972-11-29,2025-10-12
2785,13784,AW00013784,SPENCER,GRIFFIN,UNITED KINGDOM,MALE,SINGLE,1971-07-02,2025-10-12
2786,13785,AW00013785,CLAYTON,SHE,UNITED KINGDOM,MALE,SINGLE,1971-08-25,2025-10-12
2787,13786,AW00013786,JON,CHAVEZ,GERMANY,MALE,SINGLE,1972-04-03,2025-10-12
2788,13787,AW00013787,GLENN,CAI,GERMANY,MALE,MARRIED,1972-01-11,2025-10-12
2789,13788,AW00013788,KARI,FERNANDEZ,UNITED KINGDOM,FEMALE,MARRIED,1977-05-11,2025-10-12
2790,13789,AW00013789,JULIE,SHAN,GERMANY,FEMALE,SINGLE,1970-11-17,2025-10-12
2791,13790,AW00013790,NINA,DENG,GERMANY,FEMALE,SINGLE,1970-12-17,2025-10-12
2792,13791,AW00013791,AUDREY,MARTIN,UNITED KINGDOM,FEMALE,SINGLE,1971-04-25,2025-10-12
2793,13792,AW00013792,CHARLES,TAYLOR,UNITED KINGDOM,MALE,SINGLE,1970-10-12,2025-10-12
2794,13793,AW00013793,JASON,GONZALES,FRANCE,MALE,MARRIED,1971-04-18,2025-10-12
2795,13794,AW00013794,MALLORY,MARTIN,UNITED KINGDOM,FEMALE,SINGLE,1970-02-23,2025-10-12
2796,13795,AW00013795,CARL,RAJE,GERMANY,MALE,SINGLE,1969-08-01,2025-10-12
2797,13796,AW00013796,MARTHA,ZHENG,GERMANY,FEMALE,MARRIED,1969-03-03,2025-10-12
2798,13797,AW00013797,FRANKLIN,GAO,GERMANY,MALE,MARRIED,1974-06-03,2025-10-12
2799,13798,AW00013798,TAMMY,RANDALL,UNITED KINGDOM,FEMALE,SINGLE,1968-09-15,2025-10-12
2800,13799,AW00013799,BRYAN,BAILEY,FRANCE,MALE,SINGLE,1977-08-16,2025-10-12
2801,13800,AW00013800,LOGAN,LI,FRANCE,MALE,MARRIED,1969-01-29,2025-10-12
2802,13801,AW00013801,COLLEEN,ANDERSEN,FRANCE,FEMALE,SINGLE,1969-05-09,2025-10-12
2803,13802,AW00013802,TINA,SUBRAM,FRANCE,FEMALE,MARRIED,1939-10-25,2025-10-12
2804,13803,AW00013803,KRYSTAL,ZHENG,GERMANY,FEMALE,MARRIED,1940-01-31,2025-10-12
2805,13804,AW00013804,DAWN,LUO,UNITED KINGDOM,FEMALE,MARRIED,1976-01-10,2025-10-12
2806,13805,AW00013805,GABRIEL,HERNANDEZ,UNITED KINGDOM,MALE,MARRIED,1970-12-02,2025-10-12
2807,13806,AW00013806,BRYANT,MEHTA,FRANCE,MALE,MARRIED,1969-12-03,2025-10-12
2808,13807,AW00013807,FREDERICK,RANA,GERMANY,MALE,SINGLE,1970-04-11,2025-10-12
2809,13808,AW00013808,RICHARD,PEREZ,GERMANY,MALE,SINGLE,1975-10-31,2025-10-12
2810,13809,AW00013809,LISA,ZHOU,UNITED KINGDOM,FEMALE,MARRIED,1969-07-04,2025-10-12
2811,13810,AW00013810,VANESSA,BARNES,UNITED KINGDOM,FEMALE,MARRIED,1969-10-06,2025-10-12
2812,13811,AW00013811,SANDRA,CHEN,FRANCE,FEMALE,SINGLE,1968-10-15,2025-10-12
2813,13812,AW00013812,JOANNA,MUNOZ,FRANCE,FEMALE,SINGLE,1968-11-22,2025-10-12
2814,13813,AW00013813,KRISTEN,SUN,FRANCE,FEMALE,MARRIED,1969-05-22,2025-10-12
2815,13814,AW00013814,SARAH,WALKER,UNITED KINGDOM,FEMALE,SINGLE,1984-09-04,2025-10-12
2816,13815,AW00013815,LACEY,LIN,UNITED KINGDOM,FEMALE,SINGLE,1985-05-01,2025-10-12
2817,13816,AW00013816,MARISSA,HENDERSON,UNITED KINGDOM,FEMALE,SINGLE,1985-03-15,2025-10-12
2818,13817,AW00013817,JENNY,HUANG,FRANCE,FEMALE,SINGLE,1984-04-04,2025-10-12
2819,13818,AW00013818,DAWN,CHANDER,FRANCE,FEMALE,SINGLE,1984-02-17,2025-10-12
2820,13819,AW00013819,MAX,GILL,FRANCE,MALE,SINGLE,1983-09-29,2025-10-12
2821,13820,AW00013820,DANNY,ALVAREZ,UNITED KINGDOM,MALE,MARRIED,1969-04-06,2025-10-12
2822,13821,AW00013821,ALLEN,LOPEZ,UNITED KINGDOM,MALE,MARRIED,1968-11-11,2025-10-12
2823,13822,AW00013822,JAY,MOYER,GERMANY,MALE,MARRIED,1967-12-06,2025-10-12
2824,13823,AW00013823,MARGARET,ZHENG,FRANCE,FEMALE,MARRIED,1973-05-02,2025-10-12
2825,13824,AW00013824,DESTINY,WOOD,GERMANY,FEMALE,SINGLE,1984-02-03,2025-10-12
2826,13825,AW00013825,KELVIN,MA,FRANCE,MALE,SINGLE,1983-05-13,2025-10-12
2827,13826,AW00013826,CANDICE,HE,GERMANY,FEMALE,SINGLE,1983-05-25,2025-10-12
2828,13827,AW00013827,NATHAN,HARRIS,GERMANY,MALE,MARRIED,1983-03-31,2025-10-12
2829,13828,AW00013828,JESSIE,TRAVERS,GERMANY,FEMALE,SINGLE,1983-01-02,2025-10-12
2830,13829,AW00013829,RANDALL,CARLSON,GERMANY,MALE,SINGLE,1982-09-08,2025-10-12
2831,13830,AW00013830,ANDREA,COX,UNITED KINGDOM,FEMALE,SINGLE,1983-01-31,2025-10-12
2832,13831,AW00013831,EDDIE,ALVAREZ,FRANCE,MALE,SINGLE,1981-05-19,2025-10-12
2833,13832,AW00013832,PRISCILLA,RAJI,FRANCE,FEMALE,SINGLE,1981-10-25,2025-10-12
2834,13833,AW00013833,NOAH,LEWIS,FRANCE,MALE,SINGLE,1981-10-05,2025-10-12
2835,13834,AW00013834,NAOMI,SUAREZ,FRANCE,FEMALE,SINGLE,1981-12-25,2025-10-12
2836,13835,AW00013835,HAILEY,BROOKS,FRANCE,FEMALE,SINGLE,1981-09-01,2025-10-12
2837,13836,AW00013836,DOMINIC,SARA,GERMANY,MALE,SINGLE,1981-10-05,2025-10-12
2838,13837,AW00013837,ALYSSA,LEE,GERMANY,FEMALE,SINGLE,1982-02-10,2025-10-12
2839,13838,AW00013838,JILL,RUBIO,UNITED KINGDOM,FEMALE,SINGLE,1981-12-25,2025-10-12
2840,13839,AW00013839,MANUEL,MADAN,FRANCE,MALE,SINGLE,1979-09-05,2025-10-12
2841,13840,AW00013840,TOMMY,PAL,FRANCE,MALE,MARRIED,1979-10-01,2025-10-12
2842,13841,AW00013841,CLAYTON,KUMAR,UNITED KINGDOM,MALE,SINGLE,1979-07-04,2025-10-12
2843,13842,AW00013842,KENNETH,XIE,GERMANY,MALE,SINGLE,1985-07-12,2025-10-12
2844,13843,AW00013843,WARREN,XIE,FRANCE,MALE,SINGLE,1980-12-19,2025-10-12
2845,13844,AW00013844,PHILLIP,MEHTA,GERMANY,MALE,SINGLE,1981-02-06,2025-10-12
2846,13845,AW00013845,SHAWN,NARA,UNITED KINGDOM,MALE,MARRIED,1981-04-24,2025-10-12
2847,13846,AW00013846,LISA,ZHENG,UNITED KINGDOM,FEMALE,MARRIED,1980-12-08,2025-10-12
2848,13847,AW00013847,KURT,TANG,UNITED KINGDOM,MALE,MARRIED,1981-01-21,2025-10-12
2849,13848,AW00013848,MELISSA,BLUE,UNITED STATES,FEMALE,SINGLE,1983-03-23,2025-10-12
2850,13849,AW00013849,PRESTON,RODRIGUEZ,UNITED STATES,MALE,SINGLE,1977-08-31,2025-10-12
2851,13850,AW00013850,ANTHONY,THOMPSON,UNITED STATES,MALE,SINGLE,1978-02-13,2025-10-12
2852,13851,AW00013851,SETH,MOORE,CANADA,MALE,SINGLE,1978-01-05,2025-10-12
2853,13852,AW00013852,IAN,ROBINSON,CANADA,MALE,SINGLE,1978-08-01,2025-10-12
2854,13853,AW00013853,CONNOR,ZHANG,CANADA,MALE,SINGLE,1979-04-17,2025-10-12
2855,13854,AW00013854,KYLE,PARKER,UNITED STATES,MALE,MARRIED,1979-05-09,2025-10-12
2856,13855,AW00013855,SARAH,WASHINGTON,UNITED STATES,FEMALE,SINGLE,1984-08-02,2025-10-12
2857,13856,AW00013856,IAN,SCOTT,UNITED STATES,MALE,SINGLE,1976-09-20,2025-10-12
2858,13857,AW00013857,VICTORIA,THOMPSON,UNITED STATES,FEMALE,MARRIED,1976-12-02,2025-10-12
2859,13858,AW00013858,MELANIE,RICHARDSON,UNITED STATES,FEMALE,MARRIED,1982-03-14,2025-10-12
2860,13859,AW00013859,KRISTIN,DENG,UNITED STATES,FEMALE,MARRIED,1976-08-30,2025-10-12
2861,13860,AW00013860,OLIVIA,WATSON,CANADA,FEMALE,MARRIED,1978-05-09,2025-10-12
2862,13861,AW00013861,HAILEY,ROGERS,UNITED STATES,FEMALE,MARRIED,1983-09-08,2025-10-12
2863,13862,AW00013862,ANDREW,WALKER,UNITED STATES,MALE,MARRIED,1978-06-03,2025-10-12
2864,13863,AW00013863,KEVIN,LONG,UNITED STATES,MALE,MARRIED,1977-07-18,2025-10-12
2865,13864,AW00013864,ROBIN,TORRES,UNITED STATES,FEMALE,MARRIED,1983-10-19,2025-10-12
2866,13865,AW00013865,MARIAH,FOSTER,UNITED STATES,FEMALE,MARRIED,1977-12-21,2025-10-12
2867,13866,AW00013866,MYA,BUTLER,UNITED STATES,FEMALE,MARRIED,1978-02-13,2025-10-12
2868,13867,AW00013867,LUKE,GRIFFIN,UNITED STATES,MALE,MARRIED,1976-03-25,2025-10-12
2869,13868,AW00013868,SHELBY,MORRIS,UNITED STATES,FEMALE,SINGLE,1976-01-10,2025-10-12
2870,13869,AW00013869,ANNA,MORGAN,UNITED STATES,FEMALE,MARRIED,1974-08-09,2025-10-12
2871,13870,AW00013870,JONATHAN,CLARK,UNITED STATES,MALE,MARRIED,1975-01-18,2025-10-12
2872,13871,AW00013871,SARAH,GONZALES,UNITED STATES,FEMALE,SINGLE,1980-09-28,2025-10-12
2873,13872,AW00013872,ALYSSA,HENDERSON,UNITED STATES,FEMALE,MARRIED,1974-12-23,2025-10-12
2874,13873,AW00013873,RUSSELL,JAI,UNITED STATES,MALE,MARRIED,1977-02-07,2025-10-12
2875,13874,AW00013874,ALYSSA,BRYANT,UNITED STATES,FEMALE,MARRIED,1986-05-22,2025-10-12
2876,13875,AW00013875,SAMANTHA,WILLIAMS,UNITED STATES,FEMALE,MARRIED,1975-05-20,2025-10-12
2877,13876,AW00013876,SEBASTIAN,MURPHY,UNITED STATES,MALE,MARRIED,1975-02-08,2025-10-12
2878,13877,AW00013877,ADAM,LAL,UNITED STATES,MALE,MARRIED,1974-02-16,2025-10-12
2879,13878,AW00013878,SEBASTIAN,GRAY,CANADA,MALE,MARRIED,1974-01-01,2025-10-12
2880,13879,AW00013879,DERRICK,HERNANDEZ,UNITED STATES,MALE,SINGLE,1974-03-08,2025-10-12
2881,13880,AW00013880,MARSHALL,KUMAR,UNITED STATES,MALE,SINGLE,1973-09-12,2025-10-12
2882,13881,AW00013881,JASMINE,WOOD,UNITED STATES,FEMALE,SINGLE,1979-05-04,2025-10-12
2883,13882,AW00013882,MARIAH,RUSSELL,UNITED STATES,FEMALE,SINGLE,1973-04-14,2025-10-12
2884,13883,AW00013883,BRANDON,LAL,UNITED STATES,MALE,SINGLE,1972-10-14,2025-10-12
2885,13884,AW00013884,JADA,ROGERS,UNITED STATES,FEMALE,SINGLE,1972-11-28,2025-10-12
